Date,Name,Open
2020-01-06 00:00:00-05:00,Berkshire Hathaway Inc.,224.9900054931641
2020-01-06 00:00:00-05:00,JPMorgan Chase & Co.,23.907414275366275
2020-01-06 00:00:00-05:00,Visa Inc.,183.95457705595624
2020-01-06 00:00:00-05:00,JPMorgan Chase & Co.,123.5243503274144
2020-01-06 00:00:00-05:00,Mastercard Incorporated,291.6755734482616
2020-03-03 00:00:00-05:00,Berkshire Hathaway Inc.,217.38999938964844
2020-03-03 00:00:00-05:00,JPMorgan Chase & Co.,23.20007587969837
2020-03-03 00:00:00-05:00,Visa Inc.,189.31647416071317
2020-03-03 00:00:00-05:00,JPMorgan Chase & Co.,109.42252116052958
2020-03-03 00:00:00-05:00,Mastercard Incorporated,308.98792573003647
2020-05-04 00:00:00-04:00,Berkshire Hathaway Inc.,179.77999877929688
2020-05-04 00:00:00-04:00,JPMorgan Chase & Co.,22.89670510625383
2020-05-04 00:00:00-04:00,Visa Inc.,169.47350330272147
2020-05-04 00:00:00-04:00,JPMorgan Chase & Co.,84.1009415129426
2020-05-04 00:00:00-04:00,Mastercard Incorporated,261.1752907024188
2020-07-02 00:00:00-04:00,Berkshire Hathaway Inc.,180.4499969482422
2020-07-02 00:00:00-04:00,JPMorgan Chase & Co.,23.710351706278743
2020-07-02 00:00:00-04:00,Visa Inc.,192.38177120955717
2020-07-02 00:00:00-04:00,JPMorgan Chase & Co.,87.43061149577412
2020-07-02 00:00:00-04:00,Mastercard Incorporated,299.3728502240729
2020-09-02 00:00:00-04:00,Berkshire Hathaway Inc.,218.1300048828125
2020-09-02 00:00:00-04:00,JPMorgan Chase & Co.,24.293319692961045
2020-09-02 00:00:00-04:00,Visa Inc.,210.49485041569295
2020-09-02 00:00:00-04:00,JPMorgan Chase & Co.,92.23864938455608
2020-09-02 00:00:00-04:00,Mastercard Incorporated,352.03806242687045
2020-11-03 00:00:00-05:00,Berkshire Hathaway Inc.,206.92999267578125
2020-11-03 00:00:00-05:00,JPMorgan Chase & Co.,24.17956386146146
2020-11-03 00:00:00-05:00,Visa Inc.,183.65830937386792
2020-11-03 00:00:00-05:00,JPMorgan Chase & Co.,95.95398093989884
2020-11-03 00:00:00-05:00,Mastercard Incorporated,290.37838522793453
2021-01-05 00:00:00-05:00,Berkshire Hathaway Inc.,228.2100067138672
2021-01-05 00:00:00-05:00,JPMorgan Chase & Co.,24.9371012801296
2021-01-05 00:00:00-05:00,Visa Inc.,212.95822302929983
2021-01-05 00:00:00-05:00,JPMorgan Chase & Co.,117.25550227586044
2021-01-05 00:00:00-05:00,Mastercard Incorporated,343.9767672672986
2021-03-02 00:00:00-05:00,Berkshire Hathaway Inc.,249.1199951171875
2021-03-02 00:00:00-05:00,JPMorgan Chase & Co.,24.35006347002787
2021-03-02 00:00:00-05:00,Visa Inc.,213.92976003617403
2021-03-02 00:00:00-05:00,JPMorgan Chase & Co.,140.79290909137097
2021-03-02 00:00:00-05:00,Mastercard Incorporated,357.4468068749251
2021-05-04 00:00:00-04:00,Berkshire Hathaway Inc.,278.5400085449219
2021-05-04 00:00:00-04:00,JPMorgan Chase & Co.,25.10379985879579
2021-05-04 00:00:00-04:00,Visa Inc.,228.3652738497054
2021-05-04 00:00:00-04:00,JPMorgan Chase & Co.,144.25492189196555
2021-05-04 00:00:00-04:00,Mastercard Incorporated,372.76927059972223
2021-07-02 00:00:00-04:00,Berkshire Hathaway Inc.,281.4100036621094
2021-07-02 00:00:00-04:00,JPMorgan Chase & Co.,26.07211796946774
2021-07-02 00:00:00-04:00,Visa Inc.,232.8739641407699
2021-07-02 00:00:00-04:00,JPMorgan Chase & Co.,148.0093835669146
2021-07-02 00:00:00-04:00,Mastercard Incorporated,368.4392258309904
2021-09-02 00:00:00-04:00,Berkshire Hathaway Inc.,285.3500061035156
2021-09-02 00:00:00-04:00,JPMorgan Chase & Co.,25.488963448223128
2021-09-02 00:00:00-04:00,Visa Inc.,227.85180906757665
2021-09-02 00:00:00-04:00,JPMorgan Chase & Co.,151.87215062487047
2021-09-02 00:00:00-04:00,Mastercard Incorporated,346.92042886293154
2021-11-02 00:00:00-04:00,Berkshire Hathaway Inc.,286.6099853515625
2021-11-02 00:00:00-04:00,JPMorgan Chase & Co.,25.77881225060016
2021-11-02 00:00:00-04:00,Visa Inc.,210.7750599675379
2021-11-02 00:00:00-04:00,JPMorgan Chase & Co.,162.1252537882912
2021-11-02 00:00:00-04:00,Mastercard Incorporated,332.1170323509072
2022-01-04 00:00:00-05:00,Berkshire Hathaway Inc.,301.6499938964844
2022-01-04 00:00:00-05:00,JPMorgan Chase & Co.,25.24892040597033
2022-01-04 00:00:00-05:00,Visa Inc.,219.90258519381703
2022-01-04 00:00:00-05:00,JPMorgan Chase & Co.,156.88340372101618
2022-01-04 00:00:00-05:00,Mastercard Incorporated,368.645588902914
2022-03-02 00:00:00-05:00,Berkshire Hathaway Inc.,319.4800109863281
2022-03-02 00:00:00-05:00,JPMorgan Chase & Co.,25.080447919041035
2022-03-02 00:00:00-05:00,Visa Inc.,205.278692789986
2022-03-02 00:00:00-05:00,JPMorgan Chase & Co.,131.8703961485348
2022-03-02 00:00:00-05:00,Mastercard Incorporated,340.3225936629711
2022-05-03 00:00:00-04:00,Berkshire Hathaway Inc.,319.4200134277344
2022-05-03 00:00:00-04:00,JPMorgan Chase & Co.,23.633838653564453
2022-05-03 00:00:00-04:00,Visa Inc.,211.93612015704116
2022-05-03 00:00:00-04:00,JPMorgan Chase & Co.,117.59780425813094
2022-05-03 00:00:00-04:00,Mastercard Incorporated,359.3073406741535
2022-07-05 00:00:00-04:00,Berkshire Hathaway Inc.,274.20001220703125
2022-07-05 00:00:00-04:00,JPMorgan Chase & Co.,24.69592556068177
2022-07-05 00:00:00-04:00,Visa Inc.,195.06413540988103
2022-07-05 00:00:00-04:00,JPMorgan Chase & Co.,108.1340731675566
2022-07-05 00:00:00-04:00,Mastercard Incorporated,311.1035283362867
2022-09-02 00:00:00-04:00,Berkshire Hathaway Inc.,284.8399963378906
2022-09-02 00:00:00-04:00,JPMorgan Chase & Co.,24.593580479562107
2022-09-02 00:00:00-04:00,Visa Inc.,201.5936855793806
2022-09-02 00:00:00-04:00,JPMorgan Chase & Co.,113.11272340277596
2022-09-02 00:00:00-04:00,Mastercard Incorporated,327.8322109105453
2022-11-02 00:00:00-04:00,Berkshire Hathaway Inc.,293.0400085449219
2022-11-02 00:00:00-04:00,JPMorgan Chase & Co.,24.00468994008141
2022-11-02 00:00:00-04:00,Visa Inc.,204.8997980281827
2022-11-02 00:00:00-04:00,JPMorgan Chase & Co.,125.72729882971736
2022-11-02 00:00:00-04:00,Mastercard Incorporated,330.36470508034546
2023-01-04 00:00:00-05:00,Berkshire Hathaway Inc.,312.0
2023-01-04 00:00:00-05:00,JPMorgan Chase & Co.,24.78316695050108
2023-01-04 00:00:00-05:00,Visa Inc.,209.2102362523445
2023-01-04 00:00:00-05:00,JPMorgan Chase & Co.,133.94168056985947
2023-01-04 00:00:00-05:00,Mastercard Incorporated,350.27112770158203
2023-03-02 00:00:00-05:00,Berkshire Hathaway Inc.,303.6600036621094
2023-03-02 00:00:00-05:00,JPMorgan Chase & Co.,25.239999771118164
2023-03-02 00:00:00-05:00,Visa Inc.,217.88999938964844
2023-03-02 00:00:00-05:00,JPMorgan Chase & Co.,141.13239937222792
2023-03-02 00:00:00-05:00,Mastercard Incorporated,353.0760977978706
