Date,Name,Open
2020-11-03 00:00:00-05:00,ConocoPhillips,27.99477222635171
2021-01-05 00:00:00-05:00,Exxon Mobil Corporation,37.622763002296345
2021-01-05 00:00:00-05:00,Chevron Corporation,77.72082153792043
2021-01-05 00:00:00-05:00,Shell plc,34.49266445490554
2021-01-05 00:00:00-05:00,TotalEnergies SE,36.979160272817886
2021-01-05 00:00:00-05:00,ConocoPhillips,36.67023259682949
2021-03-02 00:00:00-05:00,Exxon Mobil Corporation,51.8050789704163
2021-03-02 00:00:00-05:00,Chevron Corporation,93.93979636460172
2021-03-02 00:00:00-05:00,Shell plc,38.48138829859693
2021-03-02 00:00:00-05:00,TotalEnergies SE,40.358928618026106
2021-03-02 00:00:00-05:00,ConocoPhillips,48.29121364398856
2021-05-04 00:00:00-04:00,Exxon Mobil Corporation,53.954092737168125
2021-05-04 00:00:00-04:00,Chevron Corporation,97.6922309410979
2021-05-04 00:00:00-04:00,Shell plc,36.50822414296083
2021-05-04 00:00:00-04:00,TotalEnergies SE,39.95684322750465
2021-05-04 00:00:00-04:00,ConocoPhillips,47.57387740565994
2021-07-02 00:00:00-04:00,Exxon Mobil Corporation,58.4605726383135
2021-07-02 00:00:00-04:00,Chevron Corporation,98.64539926388368
2021-07-02 00:00:00-04:00,Shell plc,38.840436393238
2021-07-02 00:00:00-04:00,TotalEnergies SE,40.833093070832696
2021-07-02 00:00:00-04:00,ConocoPhillips,57.88877782827351
2021-09-02 00:00:00-04:00,Exxon Mobil Corporation,51.132558226793805
2021-09-02 00:00:00-04:00,Chevron Corporation,91.406049139872
2021-09-02 00:00:00-04:00,Shell plc,38.16483537484782
2021-09-02 00:00:00-04:00,TotalEnergies SE,39.51359118682463
2021-09-02 00:00:00-04:00,ConocoPhillips,51.60731181795639
2021-11-02 00:00:00-04:00,Exxon Mobil Corporation,61.24792615141271
2021-11-02 00:00:00-04:00,Chevron Corporation,107.99611244630856
2021-11-02 00:00:00-04:00,Shell plc,43.28020193349948
2021-11-02 00:00:00-04:00,TotalEnergies SE,45.62882043015081
2021-11-02 00:00:00-04:00,ConocoPhillips,70.03110469972937
2022-01-04 00:00:00-05:00,Exxon Mobil Corporation,61.21200633809795
2022-01-04 00:00:00-05:00,Chevron Corporation,114.7648587988787
2022-01-04 00:00:00-05:00,Shell plc,44.31483297873532
2022-01-04 00:00:00-05:00,TotalEnergies SE,46.99875303321632
2022-01-04 00:00:00-05:00,ConocoPhillips,70.24427173086555
2022-03-02 00:00:00-05:00,Exxon Mobil Corporation,77.78546608907149
2022-03-02 00:00:00-05:00,Chevron Corporation,145.21601960962715
2022-03-02 00:00:00-05:00,Shell plc,52.55092885768057
2022-03-02 00:00:00-05:00,TotalEnergies SE,48.07569540221132
2022-03-02 00:00:00-05:00,ConocoPhillips,93.14223719609312
2022-05-03 00:00:00-04:00,Exxon Mobil Corporation,83.2478301800916
2022-05-03 00:00:00-04:00,Chevron Corporation,154.2751147777687
2022-05-03 00:00:00-04:00,Shell plc,52.734166944756566
2022-05-03 00:00:00-04:00,TotalEnergies SE,47.08555477836026
2022-05-03 00:00:00-04:00,ConocoPhillips,91.8156075276972
2022-07-05 00:00:00-04:00,Exxon Mobil Corporation,84.1785480644053
2022-07-05 00:00:00-04:00,Chevron Corporation,140.02591203784735
2022-07-05 00:00:00-04:00,Shell plc,48.63697565767816
2022-07-05 00:00:00-04:00,TotalEnergies SE,48.621728664504495
2022-07-05 00:00:00-04:00,ConocoPhillips,85.896802642438
2022-09-02 00:00:00-04:00,Exxon Mobil Corporation,94.85069188366931
2022-09-02 00:00:00-04:00,Chevron Corporation,155.64936154132508
2022-09-02 00:00:00-04:00,Shell plc,52.83056461503361
2022-09-02 00:00:00-04:00,TotalEnergies SE,48.77304888427899
2022-09-02 00:00:00-04:00,ConocoPhillips,105.8766357375178
2022-11-02 00:00:00-04:00,Exxon Mobil Corporation,109.84368838221911
2022-11-02 00:00:00-04:00,Chevron Corporation,177.9678770145636
2022-11-02 00:00:00-04:00,Shell plc,54.94182362149425
2022-11-02 00:00:00-04:00,TotalEnergies SE,53.79413603860558
2022-11-02 00:00:00-04:00,ConocoPhillips,124.48265844874976
2023-01-04 00:00:00-05:00,Exxon Mobil Corporation,103.99973887798792
2023-01-04 00:00:00-05:00,Chevron Corporation,169.45200181180925
2023-01-04 00:00:00-05:00,Shell plc,55.29622252899074
2023-01-04 00:00:00-05:00,TotalEnergies SE,60.75080191033504
2023-01-04 00:00:00-05:00,ConocoPhillips,110.04547452512458
2023-03-02 00:00:00-05:00,Exxon Mobil Corporation,110.62000274658205
2023-03-02 00:00:00-05:00,Chevron Corporation,161.97999572753906
2023-03-02 00:00:00-05:00,Shell plc,61.52000045776367
2023-03-02 00:00:00-05:00,TotalEnergies SE,61.31339908303652
2023-03-02 00:00:00-05:00,ConocoPhillips,105.4171241277377
