Date,Name,Open
2020-01-06 00:00:00-05:00,Apple Inc.,71.84517161157338
2020-01-06 00:00:00-05:00,Microsoft Corporation,152.32889315838506
2020-01-06 00:00:00-05:00,NVIDIA Corporation,57.86976788722145
2020-01-06 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,53.7802710533085
2020-01-06 00:00:00-05:00,Broadcom Inc.,277.704249795855
2020-03-03 00:00:00-05:00,Apple Inc.,74.43753277958105
2020-03-03 00:00:00-05:00,Microsoft Corporation,169.00351993720056
2020-03-03 00:00:00-05:00,NVIDIA Corporation,69.45684606970289
2020-03-03 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,52.56647767779132
2020-03-03 00:00:00-05:00,Broadcom Inc.,254.2979144613847
2020-05-04 00:00:00-04:00,Apple Inc.,70.88320747554219
2020-05-04 00:00:00-04:00,Microsoft Corporation,169.6744928479413
2020-05-04 00:00:00-04:00,NVIDIA Corporation,70.00767103880646
2020-05-04 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,48.81432454089215
2020-05-04 00:00:00-04:00,Broadcom Inc.,235.50675061139864
2020-07-02 00:00:00-04:00,Apple Inc.,90.41382731052327
2020-07-02 00:00:00-04:00,Microsoft Corporation,200.5607310917164
2020-07-02 00:00:00-04:00,NVIDIA Corporation,96.14239451119757
2020-07-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,55.028739230361225
2020-07-02 00:00:00-04:00,Broadcom Inc.,291.6678906701262
2020-09-02 00:00:00-04:00,Apple Inc.,135.516822663504
2020-09-02 00:00:00-04:00,Microsoft Corporation,222.8332853523676
2020-09-02 00:00:00-04:00,NVIDIA Corporation,146.70369682431465
2020-09-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,77.24912296727678
2020-09-02 00:00:00-04:00,Broadcom Inc.,335.8288568461592
2020-11-03 00:00:00-05:00,Apple Inc.,108.00768627303448
2020-11-03 00:00:00-05:00,Microsoft Corporation,199.29587946737817
2020-11-03 00:00:00-05:00,NVIDIA Corporation,126.79648164433635
2020-11-03 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,82.2677239142254
2020-11-03 00:00:00-05:00,Broadcom Inc.,329.7111223502453
2021-01-05 00:00:00-05:00,Apple Inc.,127.1669516942027
2021-01-05 00:00:00-05:00,Microsoft Corporation,212.92058931439297
2021-01-05 00:00:00-05:00,NVIDIA Corporation,130.73872159097647
2021-01-05 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,107.7472171174942
2021-01-05 00:00:00-05:00,Broadcom Inc.,397.0720979862645
2021-03-02 00:00:00-05:00,Apple Inc.,126.88269019831203
2021-03-02 00:00:00-05:00,Microsoft Corporation,232.81108572209905
2021-03-02 00:00:00-05:00,NVIDIA Corporation,138.72538311298078
2021-03-02 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,123.10271025384732
2021-03-02 00:00:00-05:00,Broadcom Inc.,458.0925984245344
2021-05-04 00:00:00-04:00,Apple Inc.,129.62962353549733
2021-05-04 00:00:00-04:00,Microsoft Corporation,246.52377104377027
2021-05-04 00:00:00-04:00,NVIDIA Corporation,146.13374749173775
2021-05-04 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,110.6451100779566
2021-05-04 00:00:00-04:00,Broadcom Inc.,421.04848790263793
2021-07-02 00:00:00-04:00,Apple Inc.,136.49124412959276
2021-07-02 00:00:00-04:00,Microsoft Corporation,268.6054671988624
2021-07-02 00:00:00-04:00,NVIDIA Corporation,204.11587466242884
2021-07-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,114.6913816652778
2021-07-02 00:00:00-04:00,Broadcom Inc.,452.3828900074467
2021-09-02 00:00:00-04:00,Apple Inc.,152.52629229300254
2021-09-02 00:00:00-04:00,Microsoft Corporation,298.1012369906277
2021-09-02 00:00:00-04:00,NVIDIA Corporation,224.9038843421848
2021-09-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,116.80653403801578
2021-09-02 00:00:00-04:00,Broadcom Inc.,470.4299902160672
2021-11-02 00:00:00-04:00,Apple Inc.,147.3618062339692
2021-11-02 00:00:00-04:00,Microsoft Corporation,325.82993534915016
2021-11-02 00:00:00-04:00,NVIDIA Corporation,257.90337049101976
2021-11-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,110.15834132323256
2021-11-02 00:00:00-04:00,Broadcom Inc.,504.13830958821706
2022-01-04 00:00:00-05:00,Apple Inc.,181.2993611666295
2022-01-04 00:00:00-05:00,Microsoft Corporation,330.89293129837574
2022-01-04 00:00:00-05:00,NVIDIA Corporation,302.43579128334926
2022-01-04 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,127.44129933060304
2022-01-04 00:00:00-05:00,Broadcom Inc.,637.6358338664678
2022-03-02 00:00:00-05:00,Apple Inc.,163.4001663183953
2022-03-02 00:00:00-05:00,Microsoft Corporation,292.4905577368345
2022-03-02 00:00:00-05:00,NVIDIA Corporation,237.3381945402504
2022-03-02 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,105.55999854022204
2022-03-02 00:00:00-05:00,Broadcom Inc.,552.6407858894406
2022-05-03 00:00:00-04:00,Apple Inc.,157.1977511648224
2022-05-03 00:00:00-04:00,Microsoft Corporation,281.2012943174582
2022-05-03 00:00:00-04:00,NVIDIA Corporation,193.8188720593145
2022-05-03 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,90.7849628892102
2022-05-03 00:00:00-04:00,Broadcom Inc.,557.8207784317639
2022-07-05 00:00:00-04:00,Apple Inc.,137.14165987257712
2022-07-05 00:00:00-04:00,Microsoft Corporation,254.26221020501728
2022-07-05 00:00:00-04:00,NVIDIA Corporation,141.6475916677059
2022-07-05 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,73.33119869468055
2022-07-05 00:00:00-04:00,Broadcom Inc.,460.8847091616425
2022-09-02 00:00:00-04:00,Apple Inc.,159.24230009428894
2022-09-02 00:00:00-04:00,Microsoft Corporation,260.3125668018638
2022-09-02 00:00:00-04:00,NVIDIA Corporation,140.898124690704
2022-09-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,80.21675204995896
2022-09-02 00:00:00-04:00,Broadcom Inc.,505.8014467389197
2022-11-02 00:00:00-04:00,Apple Inc.,148.4766164959247
2022-11-02 00:00:00-04:00,Microsoft Corporation,228.2434823155816
2022-11-02 00:00:00-04:00,NVIDIA Corporation,138.44105535319264
2022-11-02 00:00:00-04:00,Taiwan Semiconductor Manufacturing Company Limited,61.82589629154321
2022-11-02 00:00:00-04:00,Broadcom Inc.,463.0557242398236
2023-01-04 00:00:00-05:00,Apple Inc.,126.6965568291842
2023-01-04 00:00:00-05:00,Microsoft Corporation,231.69966613142955
2023-01-04 00:00:00-05:00,NVIDIA Corporation,145.64526748237273
2023-01-04 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,74.60164480240672
2023-01-04 00:00:00-05:00,Broadcom Inc.,558.9668597106689
2023-03-02 00:00:00-05:00,Apple Inc.,144.3800048828125
2023-03-02 00:00:00-05:00,Microsoft Corporation,246.5500030517578
2023-03-02 00:00:00-05:00,NVIDIA Corporation,224.8418112047924
2023-03-02 00:00:00-05:00,Taiwan Semiconductor Manufacturing Company Limited,87.18613069757892
2023-03-02 00:00:00-05:00,Broadcom Inc.,585.1781725014923
