Date,Symbol,Name,Open
2020-01-06 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,224.99000549316406
2020-01-06 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,23.907414275366275
2020-01-06 00:00:00-05:00,V,Visa Inc.,183.95457705595626
2020-01-06 00:00:00-05:00,JPM,JPMorgan Chase & Co.,123.5243503274144
2020-01-06 00:00:00-05:00,MA,Mastercard Incorporated,291.67557344826156
2020-03-03 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,217.38999938964844
2020-03-03 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,23.200075879698375
2020-03-03 00:00:00-05:00,V,Visa Inc.,189.31647416071314
2020-03-03 00:00:00-05:00,JPM,JPMorgan Chase & Co.,109.42252116052958
2020-03-03 00:00:00-05:00,MA,Mastercard Incorporated,308.98792573003647
2020-05-04 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,179.77999877929688
2020-05-04 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,22.89670510625383
2020-05-04 00:00:00-04:00,V,Visa Inc.,169.47350330272147
2020-05-04 00:00:00-04:00,JPM,JPMorgan Chase & Co.,84.1009415129426
2020-05-04 00:00:00-04:00,MA,Mastercard Incorporated,261.1752907024188
2020-07-02 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,180.4499969482422
2020-07-02 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,23.710351706278743
2020-07-02 00:00:00-04:00,V,Visa Inc.,192.38177120955714
2020-07-02 00:00:00-04:00,JPM,JPMorgan Chase & Co.,87.43061149577412
2020-07-02 00:00:00-04:00,MA,Mastercard Incorporated,299.3728502240729
2020-09-02 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,218.1300048828125
2020-09-02 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,24.293319692961045
2020-09-02 00:00:00-04:00,V,Visa Inc.,210.49485041569298
2020-09-02 00:00:00-04:00,JPM,JPMorgan Chase & Co.,92.23864938455607
2020-09-02 00:00:00-04:00,MA,Mastercard Incorporated,352.03806242687045
2020-11-03 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,206.92999267578125
2020-11-03 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,24.17956386146146
2020-11-03 00:00:00-05:00,V,Visa Inc.,183.65830937386792
2020-11-03 00:00:00-05:00,JPM,JPMorgan Chase & Co.,95.95398093989884
2020-11-03 00:00:00-05:00,MA,Mastercard Incorporated,290.37838522793453
2021-01-05 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,228.2100067138672
2021-01-05 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,24.937101280129596
2021-01-05 00:00:00-05:00,V,Visa Inc.,212.95822302929986
2021-01-05 00:00:00-05:00,JPM,JPMorgan Chase & Co.,117.25550227586045
2021-01-05 00:00:00-05:00,MA,Mastercard Incorporated,343.9767672672986
2021-03-02 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,249.1199951171875
2021-03-02 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,24.35006347002787
2021-03-02 00:00:00-05:00,V,Visa Inc.,213.92976003617403
2021-03-02 00:00:00-05:00,JPM,JPMorgan Chase & Co.,140.79290909137097
2021-03-02 00:00:00-05:00,MA,Mastercard Incorporated,357.4468068749251
2021-05-04 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,278.5400085449219
2021-05-04 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,25.10379985879579
2021-05-04 00:00:00-04:00,V,Visa Inc.,228.3652738497054
2021-05-04 00:00:00-04:00,JPM,JPMorgan Chase & Co.,144.25492189196555
2021-05-04 00:00:00-04:00,MA,Mastercard Incorporated,372.76927059972223
2021-07-02 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,281.4100036621094
2021-07-02 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,26.07211796946774
2021-07-02 00:00:00-04:00,V,Visa Inc.,232.8739641407699
2021-07-02 00:00:00-04:00,JPM,JPMorgan Chase & Co.,148.0093835669146
2021-07-02 00:00:00-04:00,MA,Mastercard Incorporated,368.43922583099044
2021-09-02 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,285.3500061035156
2021-09-02 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,25.488963448223128
2021-09-02 00:00:00-04:00,V,Visa Inc.,227.85180906757662
2021-09-02 00:00:00-04:00,JPM,JPMorgan Chase & Co.,151.87215062487047
2021-09-02 00:00:00-04:00,MA,Mastercard Incorporated,346.92042886293154
2021-11-02 00:00:00-04:00,BRK-B,Berkshire Hathaway Inc.,286.6099853515625
2021-11-02 00:00:00-04:00,JPM-PC,JPMorgan Chase & Co.,25.77881225060016
2021-11-02 00:00:00-04:00,V,Visa Inc.,210.7750599675379
2021-11-02 00:00:00-04:00,JPM,JPMorgan Chase & Co.,162.1252537882912
2021-11-02 00:00:00-04:00,MA,Mastercard Incorporated,332.1170323509072
2022-01-04 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,301.6499938964844
2022-01-04 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,25.24892040597033
2022-01-04 00:00:00-05:00,V,Visa Inc.,219.90258519381703
2022-01-04 00:00:00-05:00,JPM,JPMorgan Chase & Co.,156.88340372101618
2022-01-04 00:00:00-05:00,MA,Mastercard Incorporated,368.64558890291397
2022-03-02 00:00:00-05:00,BRK-B,Berkshire Hathaway Inc.,319.4800109863281
2022-03-02 00:00:00-05:00,JPM-PC,JPMorgan Chase & Co.,25.080447919041035
2022-03-02 00:00:00-05:00,V,Visa Inc.,205.27869278998597
2022-03-02 00:00:00-05:00,JPM,JPMorgan Chase & Co.,131.8703961485348
2022-03-02 00:00:00-05:00,MA,Mastercard Incorporated,340.3225936629711
