Date,Symbol,Name,Open
2022-09-02 00:00:00-04:00,MSFT,Microsoft Corporation,260.3125668018638
2022-09-02 00:00:00-04:00,NVDA,NVIDIA Corporation,140.89814045599482
2022-09-02 00:00:00-04:00,TSM,Taiwan Semiconductor Manufacturing Company Limited,80.21675204995896
2022-09-02 00:00:00-04:00,AVGO,Broadcom Inc.,505.80141513661385
2022-11-02 00:00:00-04:00,AAPL,Apple Inc.,148.4766164959247
2022-11-02 00:00:00-04:00,MSFT,Microsoft Corporation,228.24348231558162
2022-11-02 00:00:00-04:00,NVDA,NVIDIA Corporation,138.44105535319264
2022-11-02 00:00:00-04:00,TSM,Taiwan Semiconductor Manufacturing Company Limited,61.82589629154321
2022-11-02 00:00:00-04:00,AVGO,Broadcom Inc.,463.05572423982363
2023-01-04 00:00:00-05:00,AAPL,Apple Inc.,126.6965568291842
2023-01-04 00:00:00-05:00,MSFT,Microsoft Corporation,231.69966613142955
2023-01-04 00:00:00-05:00,NVDA,NVIDIA Corporation,145.64526748237273
2023-01-04 00:00:00-05:00,TSM,Taiwan Semiconductor Manufacturing Company Limited,74.60164480240672
2023-01-04 00:00:00-05:00,AVGO,Broadcom Inc.,558.9668597106689
2023-03-02 00:00:00-05:00,AAPL,Apple Inc.,144.3800048828125
2023-03-02 00:00:00-05:00,MSFT,Microsoft Corporation,246.5500030517578
2023-03-02 00:00:00-05:00,NVDA,NVIDIA Corporation,224.84181120479238
2023-03-02 00:00:00-05:00,TSM,Taiwan Semiconductor Manufacturing Company Limited,87.18613069757892
2023-03-02 00:00:00-05:00,AVGO,Broadcom Inc.,585.1781725014923
